ID_CONTA,Acumulado,Valor Médio,Atrasou,DS_ROLAGEM
1297768,4,474.86,4,FX1
1298558,4,642.85,4,FX1
1299275,3,664.9000000000001,4,FX1
1299500,3,660.885,4,FX1
1299556,3,322.055,4,FX1
1300100,3,204.645,4,FX1
1301068,3,576.21,4,FX1
1301206,4,692.14,4,FX1
1301558,3,482.90999999999997,4,FX1
1302054,3,984.33,4,FX1
1302535,4,382.28,4,FX1
1302737,3,1136.7549999999999,4,FX1
1303050,3,957.83,4,FX1
1303194,3,409.54499999999996,4,FX1
130354,4,723.87,4,FX1
1303752,4,582.515,4,FX1
1304398,3,1025.8,4,FX1
1304618,3,555.815,4,FX1
1305243,3,747.5350000000001,4,FX1
1305294,4,932.6,4,FX1
1305440,3,613.8,4,FX1
1305466,3,949.7850000000001,4,FX1
1306035,4,809.835,4,FX1
1307124,3,237.11,4,FX1
1307635,4,353.05,4,FX1
1307713,4,109.405,4,FX1
1308045,4,178.975,4,FX1
1308698,3,483.71500000000003,4,FX1
1309609,3,176.70499999999998,4,FX1
1309979,4,983.665,4,FX1
1310070,4,338.455,4,FX1
1310530,3,374.57500000000005,4,FX1
1311504,3,596.725,4,FX1
1311546,4,584.7950000000001,4,FX1
1311595,3,483.16999999999996,4,FX1
1311812,3,542.185,4,FX1
1312057,4,351.25,4,FX1
1312745,4,363.26,4,FX1
1313083,3,483.355,4,FX1
1314402,4,543.79,4,FX1
1314421,4,502.92499999999995,4,FX1
1314548,4,673.72,4,FX1
1314699,3,629.7750000000001,4,FX1
1314722,4,547.77,4,FX1
1314817,4,1335.72,4,FX1
1314897,4,1187.23,4,FX1
1315150,4,871.26,4,FX1
1315566,3,618.58,4,FX1
1315717,4,523.625,4,FX1
1316024,3,227.7,4,FX1
1316067,4,612.82,4,FX1
1316228,4,2515.685,4,FX1
1316374,3,708.25,4,FX1
1316973,4,170.925,4,FX1
1317480,3,513.62,4,FX1
1318017,4,270.4,4,FX1
1318958,3,384.265,4,FX1
1319373,4,672.115,4,FX1
1320159,3,840.2149999999999,4,FX1
1320294,3,357.53,4,FX1
1320735,3,883.5550000000001,4,FX1
1320837,3,76.16,4,FX1
1321207,4,577.905,4,FX1
1321220,3,447.20500000000004,4,FX1
1321370,4,888.2049999999999,4,FX1
1321666,3,846.005,4,FX1
1322089,3,603.595,4,FX1
1322639,3,533.04,4,FX1
1322806,4,1154.155,4,FX1
1322874,3,557.505,4,FX1
1323393,4,382.4,4,FX1
1323802,4,616.0450000000001,4,FX1
1324244,4,681.69,4,FX1
1324421,3,590.22,4,FX1
1324423,3,84,4,FX1
1324433,3,488.905,4,FX1
1324928,4,1001.1,4,FX1
1325556,3,432.395,4,FX1
1325582,3,1453.245,4,FX1
1325668,3,661.925,4,FX1
1325721,4,224.685,4,FX1
1326311,4,917.25,4,FX1
1326892,3,934.175,4,FX1
1327596,3,248.37,4,FX1
1327874,3,389.84,4,FX1
1328444,4,444.925,4,FX1
1328556,4,153.24,4,FX1
1328645,3,482.765,4,FX1
1328714,3,563.6,4,FX1
1330274,4,184.28500000000003,4,FX1
1330958,4,327.37,4,FX1
1331717,4,251.7,4,FX1
1332481,3,449.7,4,FX1
1332905,4,511.82000000000005,4,FX1
1333669,3,740.51,4,FX1
1333717,4,1520.44,4,FX1
1333845,3,189.44,4,FX1
1333872,2,891.2,4,FX1
1334522,3,486.54499999999996,4,FX1
1334654,3,999.465,4,FX1
1334746,4,915.315,4,FX1
1335584,3,1075.25,4,FX1
1335907,3,258.475,4,FX1
1335912,4,804.455,4,FX1
1336233,3,157.12,4,FX1
1336700,3,643.0699999999999,4,FX1
1338042,3,378.08500000000004,4,FX1
1338551,4,517.065,4,FX1
1339038,4,768.615,4,FX1
1339125,3,311.265,4,FX1
1339176,4,285.395,4,FX1
1339252,4,388.475,4,FX1
1339420,3,471.68999999999994,4,FX1
1339896,3,307.955,4,FX1
1340036,3,880.465,4,FX1
1340181,4,573.01,4,FX1
1340345,4,1345.08,4,FX1
1341229,4,417.52,4,FX1
1341541,3,691.185,4,FX1
1341829,4,502.78,4,FX1
1343574,4,499.03,4,FX1
1345106,3,1002.905,4,FX1
1345372,3,283.75,4,FX1
1345442,3,436.92,4,FX1
1345486,4,405.525,4,FX1
1345537,3,583.79,4,FX1
1345768,4,535.69,4,FX1
1346139,4,539.625,4,FX1
1347021,4,1368.845,4,FX1
1347037,3,223.445,4,FX1
1347644,3,407.15,4,FX1
1348401,3,471.96000000000004,4,FX1
1348797,3,574.0699999999999,4,FX1
1348895,4,607.585,4,FX1
1349277,3,319.78499999999997,4,FX1
1349311,3,647.345,4,FX1
1349397,3,663.26,4,FX1
1349702,4,517.9549999999999,4,FX1
1349826,4,475.42499999999995,4,FX1
1349933,4,912.885,4,FX1
1350935,4,259.585,4,FX1
1351177,3,375.78499999999997,4,FX1
1351243,4,634.215,4,FX1
1351533,4,538.7049999999999,4,FX1
1351615,4,791.0699999999999,4,FX1
1352052,4,565.515,4,FX1
1352128,4,455.25,4,FX1
1352344,3,236.63,4,FX1
1353131,3,294.43,4,FX1
1353156,4,402.815,4,FX1
1353267,4,439.755,4,FX1
1353370,3,374.805,4,FX1
1353440,4,635.2550000000001,4,FX1
1353831,3,119.46,4,FX1
1354102,4,661.86,4,FX1
1355351,3,416.83,4,FX1
1355878,4,692.625,4,FX1
1356504,3,372.615,4,FX1
1356735,3,643.98,4,FX1
1356866,3,483.93999999999994,4,FX1
1357613,3,280.14,4,FX1
1358840,3,1512.875,4,FX1
1359646,4,1138.405,4,FX1
1360020,4,214.45999999999998,4,FX1
1360243,4,470.985,4,FX1
1360258,3,1171.38,4,FX1
1360681,3,416.56,4,FX1
1360685,3,693.2249999999999,4,FX1
1361523,4,668.87,4,FX1
1361905,3,662.185,4,FX1
1363737,4,68.785,4,FX1
1364301,4,491.115,4,FX1
1365395,4,856.585,4,FX1
1366109,3,412.48,4,FX1
1367402,3,377.71000000000004,4,FX1
1367461,4,591.625,4,FX1
1367902,3,1776.97,4,FX1
1368304,3,186.16000000000003,4,FX1
1368656,4,905.26,4,FX1
1369261,4,79.75,4,FX1
1369444,3,946.185,4,FX1
1369614,3,916.7850000000001,4,FX1
1370037,3,400.71,4,FX1
1370089,4,366.55,4,FX1
1370285,4,478.45500000000004,4,FX1
1370475,4,1675.66,4,FX1
1371009,4,871.375,4,FX1
1371077,3,541.925,4,FX1
1371902,4,1790.845,4,FX1
1372076,3,1309.5900000000001,4,FX1
1372144,3,496.9,4,FX1
1372174,3,1078.295,4,FX1
1372230,4,207.215,4,FX1
1372464,4,1293.03,4,FX1
1372582,4,419.1,4,FX1
1372602,4,948.625,4,FX1
1372869,3,847.0699999999999,4,FX1
1373149,4,621.9100000000001,4,FX1
1373500,3,885.9449999999999,4,FX1
1373526,4,282.935,4,FX1
1373851,3,1106.205,4,FX1
1374119,4,353.97,4,FX1
1374353,3,260.275,4,FX1
1374721,4,335.875,4,FX1
1375751,4,119.725,4,FX1
1375771,3,248.26,4,FX1
1376418,3,621.015,4,FX1
1376730,4,625.77,4,FX1
1377018,4,430.605,4,FX1
1377274,3,2142.435,4,FX1
1377350,3,899.155,4,FX1
1377812,4,174.305,4,FX1
1377857,3,402.51,4,FX1
1377895,3,1013.5,4,FX1
1378094,4,190.12,4,FX1
1378360,4,646.31,4,FX1
1378492,3,242.24,4,FX1
1379251,4,451.27,4,FX1
1380170,3,628.185,4,FX1
1380423,4,1449.605,4,FX1
1380585,4,204.69,4,FX1
1381189,4,789.2349999999999,4,FX1
1381535,3,465.92999999999995,4,FX1
1381848,4,390.21500000000003,4,FX1
1381863,3,1264.3899999999999,4,FX1
1382452,4,85.7,4,FX1
1383544,4,228.29000000000002,4,FX1
1383621,3,347.54499999999996,4,FX1
1384084,3,105.63999999999999,4,FX1
1384221,4,981.1949999999999,4,FX1
1385075,3,219.29500000000002,4,FX1
1385224,3,396.54499999999996,4,FX1
1385630,4,468.8,4,FX1
1385851,3,465.44,4,FX1
1386188,4,1276.82,4,FX1
1386912,3,571.3399999999999,4,FX1
1387594,3,558.185,4,FX1
1387778,3,1653.76,4,FX1
1387820,3,510.58,4,FX1
1387895,4,272.005,4,FX1
1388414,4,136.26999999999998,4,FX1
1388866,4,434.08500000000004,4,FX1
1389497,4,628.53,4,FX1
1390003,4,415.71500000000003,4,FX1
1390555,4,308.48,4,FX1
