Ano,Trimestre,Mês,Dia,DIVIDA_ATUAL,ID_CONTA,NU_DIAS_ATRASO,Questão 2 - Base 2.QTD_PARCELAMENTO_12M,Questão 2 - Base 2.QTD_PARCELAMENTO_3M,Questão 2 - Base 2.QTD_PARCELAMENTO_6M,Questão 2 - Base 3.LIMITE,Questão 2 - Base 5.QTD_ACIONAMENTO_1M,Questão 2 - Base 5.QTD_ACIONAMENTO_10D,Questão 2 - Base 5.QTD_ACIONAMENTO_3M,Questão 2 - Base 5.QTD_ACIONAMENTO_6M,Questão 2 - Base 5.QTD_CP_10D,Questão 2 - Base 5.QTD_CP_1M,Questão 2 - Base 5.QTD_CP_3M,Questão 2 - Base 5.QTD_CP_6M,Questão 2 - Base 5.QTD_CPC_10D,Questão 2 - Base 5.QTD_CPC_1M,Questão 2 - Base 5.QTD_CPC_3M,Questão 2 - Base 5.QTD_CPC_6M,RESPOSTA,RESPOSTA - Copiar,VALOR_CRELIQ
2018,Trim 4,novembro,22,58213.12,1000156,2568,0,0,0,7592,88,16,388,1344,0,0,4,4,0,0,4,8,0,0,33531.92
2018,Trim 4,novembro,22,913.73,1000268,311,0,0,0,270,0,0,0,30,0,0,0,0,0,0,0,0,0,0,536.65
2018,Trim 4,novembro,22,8788.88,1000533,2568,0,0,0,8136,80,64,124,776,0,0,0,20,0,0,0,0,0,0,5062.56
2018,Trim 4,novembro,22,14771.2,1000562,2160,0,0,0,2352,160,52,500,636,0,0,4,4,0,0,0,0,0,0,9394.48
2018,Trim 4,novembro,22,107688.15,1000609,5292,0,0,0,36396,333,27,1656,4014,0,9,18,27,0,18,18,18,0,0,79076.25
2018,Trim 4,novembro,22,591.02,1000670,211,0,0,0,615,,,,,,,,,,,,,0,0,421.53
2018,Trim 4,novembro,22,79816.32,1000717,7695,54,54,54,44226,387,72,2601,3519,0,0,54,72,0,0,0,9,0,0,49305.51
2018,Trim 4,novembro,22,33251.58,1000973,3618,36,0,36,17946,315,81,828,999,0,0,0,0,0,0,0,0,0,0,24181.02
2018,Trim 4,novembro,22,191432.7,1001048,9369,81,54,81,76680,288,117,594,1197,0,36,72,135,0,9,9,18,0,0,104838.84
2018,Trim 4,novembro,22,48047.92,1001073,2776,0,0,0,22240,92,28,404,804,0,0,0,0,0,0,0,0,0,0,26313.6
2018,Trim 4,novembro,22,4416.36,1001417,1204,0,0,0,4364,32,12,84,124,0,0,0,0,0,0,0,0,0,0,2644.68
2018,Trim 4,novembro,22,32140.26,1001603,4626,18,18,18,24264,117,18,360,594,0,0,0,0,0,0,0,0,0,0,20963.88
2018,Trim 4,novembro,22,1564.24,1001657,242,3,2,3,353,5,4,5,16,0,0,0,1,0,0,0,0,0,0,1050.46
2018,Trim 4,novembro,22,85935.87,1001744,8667,0,0,0,35316,315,108,855,1692,0,0,0,0,0,0,0,0,0,0,49500.72
2018,Trim 4,novembro,22,99200.97,1001802,8127,0,0,0,29133,432,108,2304,5301,0,0,0,0,0,0,0,0,0,0,59405.13
2018,Trim 4,novembro,22,61347.51,1001896,7695,54,54,54,79596,234,27,711,1071,0,0,18,18,0,0,0,0,0,0,37896.66
2018,Trim 4,novembro,22,21463.36,1002005,1608,0,0,0,5472,40,8,120,216,0,0,4,4,0,0,0,0,0,0,15608.48
2018,Trim 4,novembro,22,14193.6,1002023,2568,8,8,8,5840,88,36,156,304,0,0,0,0,0,0,0,0,0,0,8175.84
2018,Trim 4,novembro,22,9440.56,1002030,2776,0,0,0,2160,92,60,128,268,12,12,16,44,0,0,0,0,0,0,5170.16
2018,Trim 4,novembro,22,85496.85,1002057,6939,0,0,0,33129,531,45,1089,1440,0,27,63,72,0,0,0,0,0,0,55766.61
2018,Trim 4,novembro,22,85881.6,1002103,7290,0,0,0,43173,162,90,261,783,0,0,0,0,0,0,0,0,0,0,54620.73
2018,Trim 4,novembro,22,14500.48,1002118,2056,8,8,8,6560,28,4,120,188,0,0,0,0,0,0,0,0,0,0,9458.16
2018,Trim 4,novembro,22,240382.89,1002208,9234,0,0,0,38394,288,90,819,3384,0,0,9,18,0,0,0,0,0,0,132931.26
2018,Trim 4,novembro,22,73316.88,1002258,7074,27,27,27,13419,261,45,1305,3483,0,0,18,27,0,0,0,0,0,0,47359.89
2018,Trim 4,novembro,22,10880.16,1002266,2528,0,0,0,7728,24,8,84,544,0,0,0,0,0,0,0,0,0,0,6328.32
2018,Trim 4,novembro,22,140519.88,1002501,6237,0,0,0,54945,270,81,711,1539,0,0,0,0,0,0,18,45,0,0,96403.77
2018,Trim 4,novembro,22,33962.76,1002524,5697,27,27,27,36072,216,108,1539,2709,18,27,54,180,0,0,0,9,0,0,24223.05
2018,Trim 4,novembro,22,60781.59,1002562,6102,81,27,27,29592,252,135,540,909,0,0,0,0,0,0,0,0,0,0,42105.96
2018,Trim 4,novembro,22,22012.24,1002612,2240,0,0,0,10784,112,24,360,496,0,0,0,8,0,0,0,0,0,0,13730.48
2018,Trim 4,novembro,22,4713.92,1002665,2408,0,0,0,13208,44,16,1352,3272,0,0,0,24,0,0,0,0,0,0,2822.8
2018,Trim 4,novembro,22,134806.41,1002707,7830,27,27,27,78489,270,27,1557,4014,0,9,9,18,0,0,9,18,0,0,82470.42
2018,Trim 4,novembro,22,143139.69,1002713,7425,54,0,27,53352,360,36,702,1116,0,0,18,27,0,0,0,0,0,0,90157.32
2018,Trim 4,novembro,22,1510.19,1002769,231,0,0,0,679,19,6,157,225,0,0,0,3,0,0,0,0,0,0,1036.07
2018,Trim 4,novembro,22,1217.97,1002782,270,1,1,1,701,,,,,,,,,,,,,0,0,774.63
2018,Trim 4,novembro,22,2214.15,1002849,211,0,0,0,1906,12,7,12,12,0,0,0,0,0,0,0,0,0,0,1579.18
2018,Trim 4,novembro,22,73440.27,1002891,6804,0,0,0,60669,567,225,1377,1746,0,0,18,36,0,0,0,0,0,0,48369.96
2018,Trim 4,novembro,22,131625.54,1003008,6669,0,0,0,74574,324,135,612,1323,0,0,27,45,0,0,0,0,0,0,87538.59
2018,Trim 4,novembro,22,92716.11,1003151,7830,0,0,0,43983,405,81,945,1602,0,0,0,0,0,0,0,0,0,0,56721.06
2018,Trim 4,novembro,22,22770.08,1003273,2776,8,0,8,8416,48,36,52,228,4,4,4,20,0,0,0,4,0,0,12470.08
2018,Trim 4,novembro,22,283299.66,1003314,7830,27,27,27,78057,99,27,639,2583,0,0,27,36,0,0,0,0,0,0,173313.81
2018,Trim 4,novembro,22,165013.2,1003335,5292,27,27,27,85617,225,144,468,810,9,18,36,36,0,0,0,0,0,0,121170.6
2018,Trim 4,novembro,22,58426.92,1003423,8667,0,0,0,16011,135,36,549,855,0,0,0,0,0,0,0,0,0,0,33654.96
2018,Trim 4,novembro,22,23945.76,1003458,6102,0,0,0,32751,72,18,378,432,0,0,18,18,0,0,0,0,0,0,16588.26
2018,Trim 4,novembro,22,10766.72,1003785,2656,0,0,0,7896,48,16,520,1684,0,0,0,0,0,0,0,0,0,0,6070.72
2018,Trim 4,novembro,22,89842.23,1003895,6939,0,0,0,58833,171,27,414,720,0,9,54,99,0,0,0,0,0,0,58600.8
2018,Trim 4,novembro,22,70096.59,1004062,7290,0,0,0,45495,117,36,1359,3879,0,0,0,0,0,0,0,0,0,0,44581.59
2018,Trim 4,novembro,22,8284.56,1004108,2320,0,0,0,2456,20,12,116,172,0,0,4,4,0,0,0,0,0,0,5068.24
2018,Trim 4,novembro,22,56805.57,1004116,8532,27,0,27,7290,99,27,657,1287,0,0,0,0,0,0,0,0,0,0,33040.44
2018,Trim 4,novembro,22,42838.38,1004119,4716,0,0,0,24912,207,36,639,855,0,0,0,0,0,0,0,0,0,0,27671.94
2018,Trim 4,novembro,22,1171.49,1004199,285,0,0,0,562,7,0,89,92,0,0,2,3,0,0,3,3,0,0,723.67
2018,Trim 4,novembro,22,6947.92,1004313,2280,0,0,0,4088,80,48,96,224,0,0,0,0,0,0,0,0,0,0,4292.08
2018,Trim 4,novembro,22,109691.28,1004461,9369,27,27,27,43254,180,63,855,1989,9,9,36,90,0,0,0,0,0,0,60072.84
2018,Trim 4,novembro,22,1468.81,1004526,275,0,0,0,449,13,10,13,13,0,0,0,0,0,0,0,0,0,0,925.13
2018,Trim 4,novembro,22,111191.67,1004541,7938,0,0,0,43956,135,54,333,639,0,0,18,36,0,0,0,0,0,0,67497.3
2018,Trim 4,novembro,22,4936.96,1004599,2200,0,0,0,8632,8,4,32,460,0,0,0,0,0,0,0,0,0,0,3109.6
2018,Trim 4,novembro,22,98238.42,1004823,7695,0,0,0,47142,270,72,603,1170,0,0,0,0,0,0,0,0,0,0,60685.74
2018,Trim 4,novembro,22,14203.6,1004847,1568,0,0,0,6624,96,20,272,368,0,0,0,20,0,0,0,0,0,0,10429.84
2018,Trim 4,novembro,22,46663.29,1004912,8532,0,0,0,26217,261,108,468,1035,0,18,36,45,0,0,0,0,0,0,27141.48
2018,Trim 4,novembro,22,100466.28,1004974,5220,18,18,18,40446,144,27,441,900,0,18,45,90,0,0,0,0,0,0,61462.08
2018,Trim 4,novembro,22,3621.6,1005079,352,3,2,3,1506,4,0,4,4,0,0,0,0,0,0,0,0,0,0,1964.21
2018,Trim 4,novembro,22,221240.16,1005174,7695,0,0,0,72144,378,63,1323,2394,0,0,9,9,0,0,0,0,0,0,136668.6
2018,Trim 4,novembro,22,1721.18,1005321,201,0,0,0,846,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1251.66
2018,Trim 4,novembro,22,12157.68,1005595,2320,0,0,0,4728,60,8,484,1336,0,0,0,0,0,0,0,0,0,0,7437.68
2018,Trim 4,novembro,22,2491.56,1005636,285,0,0,0,1052,15,7,15,15,0,0,0,0,0,0,0,0,0,0,1539.13
2018,Trim 4,novembro,22,21879.04,1005762,924,0,0,0,3732,16,8,88,112,0,0,0,0,0,0,0,0,0,0,15010.12
2018,Trim 4,novembro,22,130963.32,1005951,6246,0,0,0,123318,207,27,657,873,0,0,0,0,0,0,0,0,0,0,71722.44
2018,Trim 4,novembro,22,53416.8,1005986,5292,27,27,27,28404,333,117,693,936,0,9,36,45,0,0,0,0,0,0,39224.52
2018,Trim 4,novembro,22,108039.69,1005999,6102,54,0,27,118773,387,36,1341,2574,0,0,9,18,0,0,0,0,0,0,74844
2018,Trim 4,novembro,22,29500.2,1006067,6102,0,0,0,14418,171,27,324,576,0,9,9,18,0,0,0,0,0,0,20436.03
2018,Trim 4,novembro,22,9598.32,1006127,2096,0,0,0,3648,36,12,108,168,0,0,0,0,0,0,0,0,0,0,6200.08
2018,Trim 4,novembro,22,94017.51,1006136,6939,27,0,0,37800,324,81,621,1071,0,0,0,0,0,0,0,0,0,0,61324.29
2018,Trim 4,novembro,22,13444.16,1006191,1768,8,8,8,18232,44,12,100,140,0,0,16,16,0,0,0,0,0,0,9404.24
2018,Trim 4,novembro,22,25439.58,1006251,6156,18,18,18,16434,171,45,639,981,0,0,0,0,0,0,0,0,0,0,14068.08
2018,Trim 4,novembro,22,38894.94,1006335,3618,0,0,0,6714,99,18,558,702,0,0,0,0,0,0,0,0,0,0,28284.84
2018,Trim 4,novembro,22,21122,1006645,1640,0,0,0,7040,96,16,304,416,0,0,0,4,0,0,0,0,0,0,15241.28
2018,Trim 4,novembro,22,68781.15,1006761,5967,27,27,27,32211,243,108,486,918,0,0,0,0,0,0,0,0,0,0,48112.92
2018,Trim 4,novembro,22,113331.96,1006781,8397,0,0,0,48033,216,63,621,1116,0,0,0,0,0,0,0,0,0,0,66562.02
2018,Trim 4,novembro,22,1964.72,1006945,201,2,0,1,803,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1428.76
2018,Trim 4,novembro,22,18072.32,1006977,2488,0,0,0,14760,32,8,88,196,0,0,0,4,0,0,0,0,0,0,10614.24
2018,Trim 4,novembro,22,41664.6,1007007,4356,72,18,36,16542,18,18,225,342,0,0,0,0,0,0,0,0,0,0,27979.74
2018,Trim 4,novembro,22,78856.2,1007152,5508,18,0,18,24264,225,45,702,1116,0,0,0,0,0,0,0,0,0,0,46765.62
2018,Trim 4,novembro,22,14243.68,1007199,1848,0,0,0,6712,248,28,984,1192,0,0,0,0,0,0,0,0,0,0,9771.84
2018,Trim 4,novembro,22,2101.03,1007246,216,0,0,0,899,17,8,17,19,0,1,1,1,0,0,0,0,0,0,1484.02
2018,Trim 4,novembro,22,38992.86,1007270,3978,0,0,0,27504,225,36,612,792,0,0,0,0,0,0,0,0,0,0,27275.58
2018,Trim 4,novembro,22,1044.01,1007272,252,0,0,0,437,0,0,0,116,0,0,0,0,0,0,0,0,0,0,687.62
2018,Trim 4,novembro,22,116344.62,1007500,5292,27,0,27,57186,171,81,900,1161,0,0,9,9,0,0,0,0,0,0,85432.86
2018,Trim 4,novembro,22,92204.19,1007515,7425,27,27,27,46332,216,45,657,1107,0,0,0,0,0,0,0,0,0,0,58075.11
2018,Trim 4,novembro,22,608.79,1007528,201,0,0,0,270,0,0,151,234,0,0,0,0,0,0,0,0,0,0,442.72
2018,Trim 4,novembro,22,50919.3,1007547,7425,0,0,0,15876,315,54,2277,3528,0,0,0,0,0,0,0,0,0,0,32071.68
2018,Trim 4,novembro,22,19218.72,1007609,1808,0,0,0,9184,40,8,176,228,0,0,0,0,0,0,0,0,0,0,13313.6
2018,Trim 4,novembro,22,35326.26,1007650,8532,0,0,0,8424,252,27,1971,4212,0,0,0,9,0,0,0,0,0,0,20547.27
2018,Trim 4,novembro,22,2284.53,1007655,211,0,0,0,1199,3,0,177,373,0,0,4,6,0,0,0,0,0,0,1629.38
2018,Trim 4,novembro,22,2204.63,1007670,257,0,0,0,953,17,10,17,17,0,0,0,0,0,0,0,0,0,0,1438
2018,Trim 4,novembro,22,10363.76,1007781,1568,0,0,0,4728,140,52,628,1316,4,4,12,16,0,0,8,8,0,0,7610.24
2018,Trim 4,novembro,22,22714,1007860,1808,0,0,0,7264,104,0,344,456,0,4,8,12,0,0,0,0,0,0,15735.04
2018,Trim 4,novembro,22,1780.9,1008105,252,0,0,0,899,15,4,62,71,0,0,0,0,0,0,0,0,0,0,1172.96
2018,Trim 4,novembro,22,1063.9,1008140,191,3,1,1,455,3,0,3,135,0,0,0,1,0,0,0,1,0,0,788.85
2018,Trim 4,novembro,22,102862.71,1008201,8532,0,0,0,28755,90,45,720,1548,0,0,45,72,0,0,0,0,0,0,59829.3
2018,Trim 4,novembro,22,2064.34,1008300,301,0,0,0,1139,13,2,51,70,1,1,1,1,0,0,0,0,0,0,1236.2
2018,Trim 4,novembro,22,2611.22,1008433,285,1,1,1,1115,16,10,46,221,0,0,0,3,0,0,0,0,0,0,1613.06
2018,Trim 4,novembro,22,12639.12,1008646,1640,0,0,0,10784,60,24,60,148,0,0,0,0,0,0,0,0,8,1,9120.16
2018,Trim 4,novembro,22,90232.92,1008693,9369,0,0,0,27648,252,126,468,936,0,0,9,9,9,9,18,18,0,0,49416.48
2018,Trim 4,novembro,22,94642.56,1008807,7695,54,54,54,44091,558,27,1827,2700,0,0,0,0,0,0,0,0,0,0,58464.45
2018,Trim 4,novembro,22,2336.73,1008845,280,1,1,1,952,4,2,4,4,0,1,1,1,0,0,0,0,0,0,1457.57
2018,Trim 4,novembro,22,81304.29,1008941,6669,27,0,0,9099,153,36,684,1224,0,0,0,36,0,0,0,0,0,0,54071.82
2018,Trim 4,novembro,22,63802.08,1009152,6804,0,0,0,25758,324,45,918,1386,0,18,18,18,0,0,0,0,0,0,42021.99
2018,Trim 4,novembro,22,6430.4,1009449,1100,8,8,8,5324,32,16,148,184,0,0,0,0,0,0,0,0,0,0,4050.2
2018,Trim 4,novembro,22,2299.34,1009463,262,2,2,2,1404,,,,,,,,,,,,,0,0,1485.28
2018,Trim 4,novembro,22,43301.25,1009509,8532,0,0,0,89262,270,90,1152,2601,9,9,108,117,0,0,0,0,0,0,25185.87
2018,Trim 4,novembro,22,80143.29,1009533,6237,0,0,0,23409,288,126,4086,4959,9,9,9,9,0,0,27,45,0,0,54982.26
2018,Trim 4,novembro,22,46254.6,1009600,5976,0,0,0,30330,135,27,549,927,0,0,0,0,0,0,0,0,0,0,26080.38
2018,Trim 4,novembro,22,3285.76,1009631,1388,8,8,8,4008,8,0,24,48,0,0,0,0,0,0,0,0,0,0,1799.48
2018,Trim 4,novembro,22,17397.36,1009783,1976,8,8,8,7736,168,0,728,1256,0,0,0,8,0,0,0,0,0,0,11570.24
2018,Trim 4,novembro,22,892.06,1009838,226,0,0,0,270,4,2,4,4,0,0,0,0,0,0,0,0,0,0,617.97
2018,Trim 4,novembro,22,57261.06,1009841,6237,81,54,54,36072,135,45,369,540,0,0,0,0,0,0,0,0,0,0,39283.92
2018,Trim 4,novembro,22,1880.38,1009865,301,0,0,0,781,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1126.04
2018,Trim 4,novembro,22,17956.08,1009872,4536,0,0,0,7272,369,72,684,1152,9,9,9,9,0,0,9,9,0,0,11826.36
2018,Trim 4,novembro,22,88466.31,1009953,6102,0,0,0,59400,297,36,657,891,0,0,9,9,0,0,0,0,0,0,61284.6
2018,Trim 4,novembro,22,37616.76,1010122,5292,0,0,0,14562,72,9,351,459,0,0,0,0,0,0,0,0,0,0,22834.8
2018,Trim 4,novembro,22,259752.15,1010208,8532,54,54,54,106488,288,72,531,1233,0,27,36,45,0,0,0,0,0,0,151082.55
2018,Trim 4,novembro,22,818.65,1010470,311,2,1,2,225,4,0,91,98,0,0,0,0,0,0,0,0,0,0,480.81
2018,Trim 4,novembro,22,15461.52,1010489,2656,8,8,8,6232,64,8,392,1052,0,4,4,8,0,0,0,0,0,0,8717.84
2018,Trim 4,novembro,22,745.97,1010560,211,0,0,0,270,5,0,280,293,0,0,0,0,0,0,0,0,0,0,532.04
2018,Trim 4,novembro,22,39353.31,1010565,5157,54,27,54,19953,162,54,333,639,0,0,18,27,0,0,0,0,0,0,29179.44
2018,Trim 4,novembro,22,99159.66,1010624,6534,0,0,0,54108,126,9,1188,3204,0,0,36,54,0,0,0,0,0,0,66590.37
2018,Trim 4,novembro,22,21846.08,1010740,2528,0,0,0,9728,48,20,120,172,0,0,0,0,0,0,0,0,0,0,12706.64
2018,Trim 4,novembro,22,42662.97,1010752,8667,54,27,54,22383,162,36,387,684,0,0,0,0,0,0,9,9,0,0,24574.86
2018,Trim 4,novembro,22,2679.96,1010884,342,0,0,0,1227,6,1,6,6,0,0,0,0,0,0,0,0,1,1,1482.01
2018,Trim 4,novembro,22,20864.32,1010903,2056,16,16,16,8416,44,0,124,192,0,0,0,0,0,0,0,0,0,0,13609.04
2018,Trim 4,novembro,22,6982.2,1010996,285,0,0,0,3527,3,0,3,6,0,0,0,0,0,0,0,0,1,1,4313.18
2018,Trim 4,novembro,22,107902.8,1011118,7290,27,27,27,44010,594,27,2232,3006,0,0,0,0,0,0,0,0,0,0,68626.44
2018,Trim 4,novembro,22,138812.94,1011184,7695,0,0,0,70389,225,90,432,747,0,0,0,0,0,9,18,18,0,0,85750.11
2018,Trim 4,novembro,22,65404.26,1011232,6534,0,0,0,7587,315,126,729,1404,0,9,36,81,0,0,0,0,0,0,43921.98
2018,Trim 4,novembro,22,73378.98,1011251,8532,0,0,0,35181,306,45,981,1386,0,0,9,18,0,0,0,0,0,0,42680.25
2018,Trim 4,novembro,22,11902.32,1011252,988,0,0,0,6192,0,0,12,12,0,0,0,0,0,0,0,0,0,0,7915.72
2018,Trim 4,novembro,22,49174.56,1011475,7695,0,0,0,17172,117,45,432,810,0,0,0,0,0,0,0,0,0,0,30377.16
2018,Trim 4,novembro,22,1790.33,1011486,216,0,0,0,618,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1264.56
2018,Trim 4,novembro,22,3676.32,1011539,1608,0,0,0,2696,72,4,200,228,0,0,0,4,0,0,0,0,0,0,2673.44
2018,Trim 4,novembro,22,1180.07,1011566,275,0,0,0,902,3,2,3,10,0,0,0,0,0,0,0,0,0,0,743.27
2018,Trim 4,novembro,22,138831.03,1011614,5697,0,0,0,57186,531,117,1215,1602,0,18,27,36,0,0,0,0,0,0,99017.37
2018,Trim 4,novembro,22,6013.84,1011640,2160,0,0,0,10424,16,8,116,184,0,0,12,12,0,0,0,0,0,0,3824.8
2018,Trim 4,novembro,22,2089.92,1011669,347,0,0,0,1197,2,1,9,18,0,0,0,0,0,0,0,0,0,0,1144.55
2018,Trim 4,novembro,22,299850.12,1011672,8127,0,0,0,138429,0,0,0,81,0,0,0,9,0,0,0,18,0,0,179561.34
2018,Trim 4,novembro,22,18477.76,1011783,2056,8,8,8,9000,12,4,36,132,0,0,0,24,0,0,0,0,0,0,12052.4
2018,Trim 4,novembro,22,6042.24,101194,1768,24,8,8,2376,64,36,336,428,0,0,0,0,0,0,0,0,0,0,4226.64
2018,Trim 4,novembro,22,1060.49,1012044,242,1,0,1,489,0,0,12,34,0,0,0,0,0,0,0,0,0,0,712.17
2018,Trim 4,novembro,22,22685.92,1012063,1688,0,0,0,3328,36,4,100,160,0,0,0,8,0,0,8,8,0,0,16180.16
2018,Trim 4,novembro,22,95874.84,1012142,8397,0,0,0,62856,198,54,549,909,0,0,0,0,0,0,0,0,0,0,56309.04
2018,Trim 4,novembro,22,1403.28,1012176,196,2,1,1,616,0,0,2,35,0,0,0,0,0,0,0,0,0,0,1030.44
2018,Trim 4,novembro,22,1456.29,1012184,221,0,0,0,1004,21,11,183,231,2,2,2,3,0,0,0,2,0,0,1018.69
2018,Trim 4,novembro,22,41572.08,1012232,2848,0,0,0,16024,68,8,372,996,0,0,0,0,0,0,0,0,0,0,22372.56
2018,Trim 4,novembro,22,58044.78,1012399,5220,0,0,0,24282,486,63,639,810,0,0,9,9,0,0,0,0,0,0,35510.04
2018,Trim 4,novembro,22,4809.28,1012456,1936,0,0,0,3880,12,12,132,372,0,0,4,8,0,0,8,12,0,0,3229.68
2018,Trim 4,novembro,22,1515.72,1012480,242,0,0,0,1213,,,,,,,,,,,,,1,1,1017.88
2018,Trim 4,novembro,22,42419.88,1012569,3528,0,0,0,25740,243,45,1269,1476,0,0,0,0,0,0,0,0,0,0,31149.36
2018,Trim 4,novembro,22,2423.06,1012617,270,2,2,2,1092,16,11,20,24,0,0,0,1,0,0,0,0,0,0,1541.07
2018,Trim 4,novembro,22,2735.39,1012666,266,0,0,0,1610,13,5,45,50,0,0,0,0,0,0,0,0,0,0,1753.28
2018,Trim 4,novembro,22,3730.28,1012707,1204,0,0,0,1348,8,4,36,64,0,0,0,0,0,0,0,0,0,0,2233.84
2018,Trim 4,novembro,22,1438.52,1012801,196,0,0,0,637,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1056.31
2018,Trim 4,novembro,22,106074.9,1012905,6939,81,27,54,41661,333,108,594,972,0,0,18,27,0,9,9,18,0,0,69188.85
2018,Trim 4,novembro,22,1519.18,1012944,216,1,0,1,882,12,10,12,12,0,0,0,0,0,0,0,0,0,0,1073.04
2018,Trim 4,novembro,22,10326.4,1013023,1848,0,0,0,4792,72,56,104,176,4,8,20,32,4,4,4,8,0,0,7084.4
2018,Trim 4,novembro,22,97424.91,1013054,5292,0,0,0,41175,180,36,819,1017,0,18,18,18,0,0,0,0,0,0,71540.01
2018,Trim 4,novembro,22,71548.92,1013160,8667,0,0,0,17334,171,135,612,1872,9,9,9,45,0,0,9,9,0,0,41213.61
2018,Trim 4,novembro,22,56171.34,1013181,8127,0,0,0,88857,90,18,387,720,0,0,0,0,0,0,0,0,0,0,33637.41
2018,Trim 4,novembro,22,124451.91,101321,6345,27,27,27,58941,288,108,639,1422,0,0,0,0,0,0,0,0,0,0,84719.25
2018,Trim 4,novembro,22,745.52,1013234,196,1,0,0,364,0,0,8,9,0,0,0,0,0,0,0,0,1,1,547.44
2018,Trim 4,novembro,22,171332.01,1013607,5427,27,0,27,82944,189,135,360,675,0,0,9,9,0,0,0,0,0,0,124594.74
2018,Trim 4,novembro,22,3364.18,1013666,226,1,0,0,1067,12,12,12,12,0,0,0,0,0,0,0,0,1,1,2330.52
2018,Trim 4,novembro,22,48551.94,1013701,7695,0,0,0,50463,225,81,531,1026,0,0,0,0,0,0,0,0,0,0,29992.41
2018,Trim 4,novembro,22,66581.73,1013721,6237,27,0,27,26082,288,99,522,954,0,0,9,9,0,0,0,0,0,0,45678.33
2018,Trim 4,novembro,22,222962.76,1013746,5967,54,27,27,39798,504,45,3492,5760,0,0,9,9,0,0,0,9,0,0,155963.61
2018,Trim 4,novembro,22,99067.05,1013754,5697,0,0,0,31185,117,36,1521,3861,0,0,0,9,0,0,0,9,0,0,70656.84
2018,Trim 4,novembro,22,4159.3,1013949,290,2,1,2,1124,2,1,2,2,0,0,0,0,0,0,0,0,1,1,2544.53
2018,Trim 4,novembro,22,2270.85,1013996,316,0,0,0,1052,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1320.82
2018,Trim 4,novembro,22,1969.99,1014082,321,0,0,0,966,,,,,,,,,,,,,0,0,1134.75
2018,Trim 4,novembro,22,62397,1014094,6939,54,27,54,29916,243,153,558,1071,9,9,9,18,0,9,9,9,0,0,40699.26
2018,Trim 4,novembro,22,1075.07,1014099,231,0,0,0,779,0,0,81,184,0,0,0,1,0,0,0,1,0,0,737.55
2018,Trim 4,novembro,22,5208.96,1014445,2656,0,0,0,2160,28,12,100,172,0,0,0,0,0,0,0,0,0,0,2937.04
2018,Trim 4,novembro,22,52860.42,1014608,4356,0,0,0,9990,117,27,486,1026,0,0,9,9,0,0,0,0,0,0,35498.16
2018,Trim 4,novembro,22,1768.28,1014843,316,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.51
2018,Trim 4,novembro,22,201731.58,1014908,5427,27,0,0,65529,504,198,2205,4059,9,18,54,81,0,0,18,18,0,0,146701.53
2018,Trim 4,novembro,22,559.84,1015132,257,0,0,0,440,5,3,64,97,0,0,0,0,0,0,0,0,1,1,365.17
2018,Trim 4,novembro,22,146253.87,1015225,6237,0,0,0,34263,405,171,2988,5679,0,0,0,0,0,0,0,0,0,0,100337.4
2018,Trim 4,novembro,22,7465.68,1015274,2528,0,0,0,2160,68,40,412,776,0,4,4,8,0,0,8,28,0,0,4342.4
2018,Trim 4,novembro,22,2533.49,1015293,270,0,0,0,989,16,8,16,33,0,0,0,0,0,0,0,0,0,0,1611.3
2018,Trim 4,novembro,22,8034.4,1015304,2408,0,0,0,2696,44,16,208,820,0,0,0,4,0,0,0,4,0,0,4811.36
2018,Trim 4,novembro,22,81873.68,1015317,2280,8,8,8,22160,80,52,124,300,0,0,0,0,0,0,0,0,0,0,50576.56
2018,Trim 4,novembro,22,52907.85,1015353,6669,0,0,0,49518,162,27,468,792,0,0,0,0,0,0,0,0,0,0,35186.67
2018,Trim 4,novembro,22,7689.36,1015484,2016,24,16,16,4424,48,24,380,532,0,0,8,8,0,0,0,0,0,0,5064.48
2018,Trim 4,novembro,22,119806.02,1015500,7074,0,0,0,106488,288,63,1611,2457,0,9,9,9,0,0,0,0,0,0,77389.83
2018,Trim 4,novembro,22,2532.26,1015551,316,0,0,0,966,12,9,12,12,0,1,1,1,0,0,0,0,0,0,1472.87
2018,Trim 4,novembro,22,90425.7,1015626,8532,54,27,27,31563,0,0,162,1215,0,0,0,18,0,0,0,0,0,0,52595.46
2018,Trim 4,novembro,22,17215.04,1015637,1848,16,8,16,8088,84,32,272,352,0,0,0,0,0,0,0,0,0,0,11810.32
2018,Trim 4,novembro,22,961.89,1015689,257,0,0,0,303,13,10,13,14,0,0,0,0,0,0,0,0,0,0,627.4
2018,Trim 4,novembro,22,108192.51,1015876,6102,54,27,54,57186,495,54,1314,1638,0,0,9,9,0,0,0,0,0,0,74949.84
2018,Trim 4,novembro,22,2535.64,1016017,290,0,0,0,790,13,10,21,21,0,0,0,0,0,0,0,0,0,0,1551.22
